,Country,Year,Life expectancy,Children out of primary school,Deaths(HIV/AIDS),Incidence(HIV/AIDS),Prevalence(HIV/AIDS),Disability-Adjusted Life Years,Maternal mortality,Child mortality
246,BLZ,2009,71.541,1287,68.47397841671635,144.672302448,174.638056728,30708.233265395203,39.0,1.93
247,BLZ,2010,72.057,815,75.53114331204706,151.614774814,183.277682254,30738.92033051397,37.0,1.88
248,BLZ,2011,72.57,1048,72.67721406264646,159.502922984,195.303746007,30513.037349502432,33.0,1.82
249,BLZ,2012,73.044,115,71.62674106528047,169.639132195,207.821028056,30149.38105247385,32.0,1.7600000000000002
250,BLZ,2013,73.452,436,73.57052751536219,181.915725582,220.863382856,29997.704320831148,29.0,1.7000000000000002
251,BLZ,2014,73.782,293,85.71141355789538,196.243755814,234.508643821,29968.32577188636,28.0,1.63
252,BLZ,2015,74.034,190,90.69382536002016,212.549390484,248.845940099,30095.12824923738,28.0,1.56
253,BEN,1990,53.812,493668,42.70043333983225,1026.78326882,139.01736324200002,75683.85098711205,576.0,17.84
254,BEN,1992,54.776,442263,161.361190259803,5099.59422655,983.36539949,73090.632943728,540.0,16.900000000000002
255,BEN,1993,55.042,422018,297.09413719063497,6735.86108832,1427.4955309400002,71850.07465572005,537.0,16.46
256,BEN,1994,55.174,425142,507.4103398913046,7968.9342297,1875.40587168,71342.71385243651,541.0,16.09
257,BEN,1995,55.203,416016,799.9558347967816,8682.17910323,2317.82956302,70623.47869484575,550.0,15.77
258,BEN,1996,55.17,406352,1168.0831702338396,8747.64963022,2843.64664069,70338.48692215083,561.0,15.5
259,BEN,1997,55.133,385559,1592.6394932323824,8272.09059518,3495.51004184,69511.5784583564,571.0,15.28
260,BEN,2003,56.436,190242,3888.707593735884,4700.60832345,5537.8655260000005,65307.00990146352,538.0,13.25
261,BEN,2004,56.887,156091,4065.709549652952,4357.45884539,5541.6508152900005,64210.71298549156,523.0,12.82
262,BEN,2005,57.355,212337,4186.221396513687,4241.40908374,5533.316567490001,63163.758110763614,502.0,12.44
263,BEN,2006,57.817,176619,4256.041348400308,4321.33049432,5524.488441670001,62298.41191907449,494.0,12.1
264,BEN,2008,58.654,139539,3793.084008098448,4635.07362834,5525.94461176,60227.587733159125,469.0,11.56
265,BEN,2009,59.009,83737,3185.101023060499,4792.76812795,5567.789833840001,59111.90055828722,457.0,11.32
266,BEN,2010,59.318,75552,2714.992011155706,4889.74115056,5660.325672970001,58100.971923694015,446.0,11.11
267,BEN,2011,59.59,77060,2402.28033825204,4906.16012342,5787.12103948,57182.64362553423,436.0,10.920000000000002
268,BEN,2012,59.842,67812,2235.0025731174974,4850.94082997,5923.13270307,56394.13225353781,429.0,10.72
269,BEN,2014,60.345,59910,2317.4146517958598,4515.30791834,6244.228083280001,54253.60821971567,414.0,10.28
270,BTN,1998,59.089,50326,14.272802753204846,33.4564167963,20.0624706646,49617.240942870405,488.0,8.64
271,BTN,1999,59.974,50025,15.633604543706207,37.9439081625,22.0902397922,47846.72538830518,454.0,8.18
272,BTN,2000,60.884,47316,17.12432320805275,42.1183029896,24.1772953801,48381.574051046446,423.0,7.740000000000001
273,BTN,2001,61.808,44522,18.75237339622012,46.2621888543,26.527674583800003,45050.65908339038,397.0,7.32
274,BTN,2005,65.289,32516,26.84373732171028,65.7514752277,39.255824803100005,40201.47679273714,308.0,5.79
275,BTN,2006,66.031,27775,29.50804006765499,71.3101094261,43.2447452692,39036.8476625237,285.0,5.45
276,BTN,2008,67.325,20625,36.15403012002092,85.9845499448,53.971294726500005,36487.89751655202,242.0,4.82
277,BTN,2009,67.882,15353,40.64868710206438,94.3687352287,60.428880454600005,35439.44823153259,221.0,4.54
278,BTN,2010,68.384,12718,45.18266799320348,102.15375621,67.01915394950001,34085.95550299656,204.0,4.2700000000000005
279,BTN,2011,68.84,11078,49.77908507992567,109.611751989,73.9659180643,33015.27749591205,190.0,4.04
280,BTN,2012,69.263,8424,55.186064686031365,116.25507324,81.0293669939,32105.786626504258,177.0,3.84
281,BTN,2013,69.662,8830,60.78859093338482,121.763129508,87.9985663696,31373.42699412958,166.0,3.67
282,BTN,2015,70.419,9398,71.44892079756778,130.583241994,102.209715838,30115.208211296853,148.0,3.3600000000000003
283,BOL,1998,61.204,2976,643.5686298280477,934.750074559,823.311108995,47667.88129778513,350.0,8.83
284,BOL,1999,61.835,324,679.5725184564026,908.963990916,851.801826343,46262.43928554897,342.0,8.4
285,BOL,2000,62.452,1681,713.1688509604492,911.880107253,877.8983211200001,44959.84347669173,334.0,7.98
286,BOL,2001,63.054,4085,740.5325686910483,946.524590915,898.640017656,43661.645787809175,329.0,7.57
287,BOL,2002,63.64,4285,760.4012616779113,999.069878401,914.231533394,42869.10194810342,323.0,7.18
288,BOL,2003,64.21,6550,778.1414311886812,1066.16422554,928.23187787,41962.800093261,317.0,6.81
289,BOL,2004,64.766,9648,795.9491272313469,1144.8295017,945.105367145,41082.489533501845,312.0,6.45
290,BOL,2005,65.312,7863,810.9461623572656,1232.90759828,970.016729691,40245.21716056095,305.0,6.11
291,BOL,2006,65.853,7308,823.4583624913174,1381.41924372,1016.75410574,39323.79566537046,298.0,5.7700000000000005
292,BOL,2007,66.395,6525,842.8429836443637,1612.11705504,1089.66669644,38448.34720498365,288.0,5.460000000000001
293,BOL,2008,66.937,3437,880.507326870564,1875.1289307,1178.61728727,37336.53690129341,277.0,5.16
294,BOL,2009,67.476,30503,905.1418317514184,2113.46297722,1272.90545613,36238.875585259775,266.0,4.890000000000001
295,BOL,2010,68.007,71018,940.3633231493216,2263.76276021,1360.9588346500002,35329.26497969004,253.0,4.66
296,BOL,2011,68.521,107307,1024.2069496414797,2345.52660333,1448.6357836900002,34500.11150108435,241.0,4.46
297,BOL,2012,69.01,148890,1095.7428158105752,2418.50156934,1549.41028534,33668.33653202765,230.0,4.28
298,BOL,2013,69.468,157794,1152.4807515548505,2479.68233723,1662.2184805600002,32976.518759854705,222.0,4.11
299,BOL,2014,69.891,160472,1184.4738581926224,2524.1596064,1786.36619695,32315.71923496897,215.0,3.96
300,BOL,2015,70.277,154801,1191.953983661267,2544.08420399,1921.28036105,31663.416620852266,206.0,3.82
301,BWA,1990,59.191,21541,1705.6622785493803,11991.472895,5392.977019270001,51827.99686905325,243.0,5.390000000000001
302,BWA,1991,58.232,16491,2225.729354912165,17036.671444,6909.41148973,53214.25758598995,233.0,5.65
303,BWA,1992,57.219,18645,2825.482056177832,21620.859244,8550.46549434,54909.44035375826,227.0,5.970000000000001
304,BWA,1993,56.222,20099,3525.7026996645427,25530.5154922,10306.663630800002,56857.5857589045,226.0,6.3500000000000005
305,BWA,1994,55.284,20427,4347.425634328576,28532.5891821,12165.3797088,59138.22589757194,230.0,6.76
306,BWA,1995,54.41,47935,5320.895051518738,30410.8177356,14128.938386100002,61868.58406733292,238.0,7.16
307,BWA,1996,53.572,46895,6436.005699913753,30879.5051929,16442.9005147,64544.65586024245,253.0,7.52
308,BWA,1998,51.947,40163,9059.959120041853,28487.8426132,21970.622088400003,71817.08748791003,289.0,8.03
309,BWA,1999,51.214,43253,10518.0434690675,26432.2572036,24383.5526714,76078.53578265203,307.0,8.3
310,BWA,2000,50.629,40855,11997.444410214051,24455.8445357,25964.507981,80475.8331330055,311.0,8.370000000000001
311,BWA,2001,50.281,37115,13378.009107288111,21985.5589335,26729.6574532,84424.30748762054,328.0,8.270000000000001
312,BWA,2002,50.232,36871,14529.132702158602,18569.2738879,27169.2870663,87586.32895482154,338.0,8.1
313,BWA,2003,50.518,36613,15366.223611318048,15012.708402,27412.6388823,89535.19598636386,334.0,7.859999999999999
314,BWA,2004,51.15,33780,15506.02674216266,12213.5264836,27614.374215900003,88814.03431887752,311.0,7.56
315,BWA,2005,52.13,32074,14857.671304214626,11143.4601666,27966.0644306,84876.67868263734,276.0,6.98
316,BWA,2006,53.435,29540,13854.032947350835,11564.6222618,28367.574564,79513.27979965055,239.0,6.420000000000001
317,BWA,2007,54.983,34451,12923.238468934307,12409.3400724,28675.0071863,74190.50378322347,215.0,6.2
318,BWA,2008,56.679,38945,11957.681066458745,13436.3149261,28970.673548700004,70024.3939592433,208.0,6.0
319,BWA,2009,58.447,41193,10985.05770022497,14379.4419078,29349.1153846,65805.41816710382,188.0,5.66
320,BWA,2012,63.511,35318,7701.177915258707,14888.6156297,31468.558500800005,52833.75217167524,153.0,4.94
321,BWA,2013,64.976,35645,6777.451548424717,14397.1151347,32297.7117419,49420.06283271327,139.0,4.63
322,BWA,2014,66.265,36284,5970.312495329436,13578.453356,33181.873348,46508.98544637093,134.0,4.46
323,BRA,2003,71.17,182506,14942.36736350461,46006.6355999,39850.6613023,33738.52821204496,63.0,2.9600000000000004
324,BRA,2004,71.531,287197,14593.658830434111,46118.0804437,42990.3516373,33100.01466304361,66.0,2.78
325,BRA,2005,71.896,75560,14568.090125749712,46940.8453632,45888.1670095,32288.24876365063,67.0,2.6100000000000003
326,BRA,2007,72.618,105832,14553.430604742887,52325.5790522,51748.5823928,31261.68934617565,67.0,2.32
327,BRA,2009,73.3,314651,15065.926007792264,59905.4179882,58279.63087000001,30470.85546216188,65.0,2.08
328,BRA,2011,73.921,489316,15226.874795548263,65380.5618788,65114.9165101,29814.55474024626,59.0,1.89
329,BRN,1991,70.439,3554,1.0042948387649464,5.50984453705,4.156936955590001,32698.65372233537,31.0,1.33
330,BRN,1992,70.696,2973,1.1928850387455574,5.9644847581,4.72830137726,31992.051671154648,32.0,1.32
331,BRN,1993,70.951,2064,1.3384518747114655,6.5729901555,5.31061737206,31200.90135900763,33.0,1.31
332,BRN,1994,71.207,2053,1.5183532638251245,7.30582423117,5.88510149842,30553.186098426377,34.0,1.29
333,BRN,1995,71.465,756,1.7215877551941976,8.13867890623,6.444733326460001,29852.772329874668,33.0,1.27
334,BRN,2009,74.623,157,4.999450110249593,23.2756344215,24.2658072068,25969.20723554,26.0,1.07
335,BRN,2012,74.962,106,4.863819483317859,27.1618922531,30.6492560342,26046.509174102852,25.0,1.03
336,BRN,2013,75.075,167,5.059029867316593,28.6617040472,32.9938476091,25949.40131680152,24.0,1.02
337,BRN,2014,75.193,62,5.217479309582102,30.3004318401,35.4460970349,25806.59766376651,23.0,1.01
338,BRN,2015,75.318,260,5.517386550219534,32.0237277489,37.9784016324,25783.30997872981,23.0,1.0
339,BGR,1996,70.937,26031,62.647394700502886,124.707380202,84.72232747240001,33546.62038061868,24.0,1.93
340,BGR,1997,70.997,21087,84.6898035886439,126.393702414,90.4180508843,34610.330850789214,26.0,1.94
341,BGR,1998,71.114,10474,101.76889529983796,128.015134483,96.2521816304,33562.80076528767,23.0,1.9
342,BGR,1999,71.285,7670,76.55470227447906,129.369270674,101.860207354,32533.411163505836,23.0,1.83
343,BGR,2000,71.501,8994,63.52529894771826,129.905500491,106.74737259,32181.196736244445,21.0,1.75
344,BGR,2001,71.744,8479,65.24868383141059,128.435338445,111.678564562,31656.829914300302,20.0,1.67
345,BGR,2002,71.994,11724,67.09802143823134,125.185750966,117.437382186,31129.57198991506,18.0,1.6
346,BGR,2003,72.237,10566,68.96306749803267,121.308225011,123.313070247,30643.35300365385,17.0,1.51
347,BGR,2004,72.463,8187,68.3232109530392,117.731898222,128.62262034,30412.928039169044,16.0,1.42
348,BGR,2005,72.673,11162,97.54699891228624,115.310524952,132.61413772900002,30187.108987527077,15.0,1.33
349,BGR,2006,72.874,7890,102.7320888152706,112.989838391,134.890509073,30003.927633550004,14.0,1.25
350,BGR,2007,73.077,588,98.49570513956884,109.531097178,136.035547092,29461.864800493346,13.0,1.1800000000000002
351,BGR,2008,73.287,152,93.41407920349914,105.537382437,136.597690099,28995.433121568327,12.0,1.14
352,BGR,2009,73.504,886,69.72012376547625,101.613959692,137.138256198,28654.91645896564,11.0,1.11
353,BGR,2010,73.722,450,73.09649723596377,98.5313871652,138.301049273,28306.00450725403,11.0,1.08
354,BGR,2011,73.932,514,65.35369881653175,97.4950308939,140.401882431,27788.96728511784,11.0,1.04
355,BGR,2012,74.126,6389,73.28809396890519,98.8400478027,143.49286795,27217.666673654905,10.0,0.99
356,BGR,2013,74.3,11428,59.071828426808366,102.157422116,147.419272739,26817.78452652129,11.0,0.9300000000000002
357,BGR,2014,74.451,15467,55.63185176335453,107.214010822,151.957894156,27214.335261624303,11.0,0.8800000000000001
358,BGR,2015,74.584,21711,57.794180925892746,113.423262867,156.86731074300002,26690.344325934235,11.0,0.82
359,BFA,1991,49.409,1089177,9327.421080740358,25478.7081539,17865.5507345,91767.71080520388,709.0,19.81
360,BFA,1992,49.374,1113415,11108.686292592674,19791.1606409,18484.2171389,92129.1383367803,693.0,19.8
361,BFA,1993,49.36,1130994,12629.942516729348,14886.7405037,18948.7262435,92117.82727256836,674.0,19.78
362,BFA,1994,49.38,1143518,13792.794177203175,11342.5495039,19253.3194521,92182.92509443664,655.0,19.680000000000003
363,BFA,1995,49.445,1146259,14571.934733760389,9795.62615177,19389.7163707,92093.84168136938,636.0,19.51
364,BFA,1998,49.914,1167281,14749.399832503685,9212.49999553,17370.2284742,88930.09375829983,581.0,18.680000000000003
365,BFA,1999,50.168,1188805,14318.39401223686,9096.39702248,16363.9260276,87108.78525997707,565.0,18.37
366,BFA,2000,50.489,1197366,13801.72571768446,8945.96951482,15657.3367379,85593.9889726679,547.0,18.06
367,BFA,2001,50.893,1207758,13262.941799346365,8657.96861128,15197.0852498,84180.09058614052,530.0,17.71
368,BFA,2002,51.384,1261654,12720.65850554699,8198.53993971,14703.0132314,82398.11762423084,516.0,17.290000000000003
369,BFA,2003,51.956,1251079,12160.38144742693,7622.89356123,14189.0525444,80236.43894178189,500.0,16.790000000000003
370,BFA,2004,52.602,1244775,11513.589260952447,6987.71321798,13668.6379353,78232.70968264753,482.0,16.180000000000003
371,BFA,2005,53.31,1177147,10765.835483523524,6364.08487823,13157.403398400002,75976.25389375394,468.0,15.46
372,BFA,2006,54.063,1128687,9907.223266048291,5638.56022223,12639.7719541,74195.75966774636,457.0,14.69
373,BFA,2007,54.841,1039308,9046.529475677262,4738.51927584,12103.6569954,72348.73266629745,447.0,13.9
374,BFA,2008,55.618,927974,8237.707159624177,3828.54571021,11589.161740800002,70368.0783900349,436.0,13.11
375,BFA,2009,56.377,886778,7079.188614327083,3097.48453322,11139.6555866,68643.7790846825,428.0,12.36
376,BFA,2010,57.096,1041497,6156.180165020707,2762.59556293,10803.6161728,67362.41598567009,417.0,11.64
377,BFA,2011,57.761,945880,5207.450848577116,2711.01612955,10541.9057654,65926.90447719287,408.0,10.96
378,BFA,2012,58.374,945663,4593.707769408331,2674.91425286,10286.1728472,64676.11648059367,398.0,10.33
379,BFA,2013,58.937,944859,4074.960985313999,2662.51133305,10052.1402235,63281.142410395,389.0,9.77
380,BFA,2014,59.45,937911,3565.1162451335517,2685.62237378,9856.64205522,61845.078588777455,379.0,9.28
381,BFA,2015,59.919,917327,3145.103178840379,2759.68249776,9717.98239259,60428.6851273166,371.0,8.85
382,BDI,1993,46.953,502921,4775.0335834833095,29487.3079365,13113.721565500002,100625.19506227363,1260.0,17.150000000000002
383,BDI,2000,49.091,711510,14239.570467993335,14074.027591,20433.9999366,117885.04200561116,954.0,15.1
384,BDI,2001,49.93,613304,14821.12875477387,11619.0143035,20183.2542022,114159.3610312846,919.0,14.630000000000004
385,BDI,2002,50.81,628206,15047.27353892973,8834.86229912,19360.7883205,110024.07539377536,898.0,14.14
386,BDI,2003,51.69,591170,15062.376555093211,6166.2041065,18307.8057828,105800.515132597,883.0,13.6
387,BDI,2004,52.547,576181,14747.64537594236,3987.08022585,17178.0218207,100694.8490428227,873.0,13.01
388,BDI,2005,53.369,539608,14052.81477865442,2858.81433404,16249.6499419,96196.68580874796,863.0,12.39
389,BDI,2006,54.163,328138,13201.497865712958,2497.71689153,15400.7348985,81374.4669675651,856.0,11.73
390,BDI,2007,54.944,234798,12228.036492135663,2179.46845886,14320.7746299,76963.37274162704,849.0,11.06
391,BDI,2008,55.721,98466,11200.068273797044,1963.82877663,13326.2078833,72736.24638398833,838.0,10.44
392,BDI,2009,56.488,122209,10218.190067681026,1814.63290748,12433.3836134,68808.9077982386,824.0,9.87
393,BDI,2010,57.228,59818,8840.752200842275,1688.45411274,11662.005724900002,66271.14980519631,808.0,9.36
394,KHM,1997,56.212,347933,3278.6979289754563,19499.2185223,8328.88997091,62987.73268041076,633.0,12.01
395,KHM,1998,56.862,313863,4310.916389331886,14726.7513348,9505.75537905,62134.02352363652,582.0,11.82
396,KHM,1999,57.604,275305,5280.106875185432,10172.4357651,10490.0351735,61007.19023911478,532.0,11.4
397,KHM,2000,58.432,143783,6137.144467436626,7428.13148925,11066.827239500002,59890.518307482285,484.0,10.7
398,KHM,2003,61.241,40818,7392.990360680174,3757.45498896,10149.9750858,54608.20403800815,367.0,7.890000000000001
399,KHM,2006,63.927,97167,5851.963151136493,2477.4716998,8716.168068410001,48753.14730962569,284.0,6.04
400,KHM,2007,64.697,79763,4948.456594404599,2432.43923898,8451.17472955,46912.26657494512,257.0,5.6000000000000005
401,KHM,2008,65.394,98017,4173.230625862192,2409.61574555,8223.10312859,45209.26729902027,237.0,5.19
402,KHM,2010,66.56,117131,3033.151467748869,2349.77866042,7892.720671440001,42710.98595366586,202.0,4.44
403,KHM,2011,67.043,40924,2557.378191425531,2272.9709137,7781.795279340001,41462.54079608682,188.0,4.11
404,KHM,2012,67.48,40982,2245.9337464380137,2155.51357278,7673.44326572,40317.17898239506,178.0,3.82
405,KHM,2014,68.273,84830,1772.702555702245,1806.85389497,7475.707283570001,38591.65612307272,167.0,3.370000000000001
406,KHM,2015,68.637,82584,1644.4863877077285,1581.36329138,7391.77925752,37896.83576757381,161.0,3.2
407,CMR,1990,53.362,527942,1779.3368438588825,10709.3881108,4227.237738430001,71671.0903794743,728.0,14.31
408,CMR,1991,53.088,586769,2325.730012657427,16522.1722548,5352.8057423,72309.2696493175,732.0,14.68
409,CMR,2008,54.153,469184,34953.57788581262,41327.0773511,55281.1397596,69606.94849430896,707.0,12.02
410,CMR,2009,54.627,396960,34494.71860475217,39088.9666493,55493.8154188,67710.3315580131,696.0,11.45
411,CMR,2011,55.581,363235,32011.662770359515,35901.4594716,56785.343762,63878.70402607425,652.0,10.25
412,CMR,2012,56.073,187344,30474.281740669063,34444.204716,57432.610060000006,61616.62456531464,632.0,9.7
413,CMR,2014,57.083,174485,28510.951068859107,31663.6893703,58382.3425325,58259.07710976846,609.0,8.75
414,CMR,2015,57.583,164168,27180.00039876944,30509.3348356,58727.2943304,56421.80333625524,596.0,8.33
415,CAN,1990,77.303,95965,797.2212567464624,2895.73121401,3577.7632464800004,23698.51863451051,7.0,0.8300000000000001
416,CAN,1991,77.48,38464,938.8436168589606,2645.65019811,3860.10083422,23353.794636493894,8.0,0.8
417,CAN,1992,77.653,44684,1103.0295413090698,2420.17944095,4062.29378241,23144.54183148374,8.0,0.77
418,CAN,1993,77.821,83173,1202.675301317414,2240.5607068,4195.61235453,23155.81424865023,8.0,0.7400000000000001
419,CAN,1994,77.986,96858,1279.850901409666,2125.70712669,4266.24108624,22970.863163809736,8.0,0.7200000000000001
420,CAN,1995,78.152,124213,1613.8850265519832,2092.0,4277.44451045,22824.46839477115,9.0,0.6900000000000001
421,CAN,1996,78.324,102557,1243.5527017876295,2137.83611242,4302.32193392,22462.47064159109,9.0,0.67
422,CAN,1998,78.698,20398,509.0383705767601,2337.15675566,4546.64564744,21895.39725073812,9.0,0.6400000000000001
423,CAN,1999,78.902,1742,430.7625099232606,2427.64630738,4726.96858254,21658.70291453597,9.0,0.63
424,CAN,2000,79.118,1937,564.7573051083297,2476.0,4904.4670415,21369.415029902244,9.0,0.6200000000000001
425,CAN,2012,81.674,12027,282.5633754032702,2301.263641,7247.79251832,19283.982950254016,8.0,0.54
426,CAN,2013,81.812,12482,237.33367768057,2467.12884312,7508.08051638,19213.80024086633,7.0,0.53
427,CAN,2014,81.927,13487,279.68403314886024,2674.04521078,7773.05357255,19363.43198750415,7.0,0.52
428,CAN,2015,82.026,9238,280.4318477036,2920.29186136,8041.12313304,19440.61236475748,7.0,0.51
429,CPV,1990,64.676,428,30.269243134984887,276.685572557,91.5993581917,39991.09542879835,256.0,6.25
430,CPV,1994,65.899,536,80.51934418131206,317.911105501,193.7291996,39286.18243679086,170.0,5.74
431,CPV,1998,67.512,126,139.73611487360543,326.269144222,269.781817616,38358.048725844776,104.0,4.43
432,CPV,2000,68.583,334,164.2241664245644,320.024869576,299.814974918,37493.27933803804,83.0,3.6
