country,year,gov_exp_pre_primary (% of GDP),gov_exp_primary (% of GDP),gov_exp_secondary (% of GDP),gov_exp_tertiary (% of GDP),gov_exp_pre_primary (US $ millions),gov_exp_primary (US $ millions),gov_exp_secondary (US $ millions),gov_exp_tertiary (US $ millions),gov_exp_all_levels (US $ millions),all_staff_compensation_primary,capital_exp_primary,oecd,gdp,population,gov_exp_primary_per_person (US dollars)
UGA,2011,0.0,1.31775,0.75509,0.24485,0.0,348.64164,199.77647,64.78049,613.1986,62.15266,3.64865,0,27871725205.585,33476772.0,10.414434223227973
UGA,2012,0.0,1.05067,0.51319,0.24831,0.0,290.47271,141.87818,68.64841,500.9993,61.13821,2.71917,0,27305915761.2794,34558700.0,8.405197822834772
UGA,2013,0.0,1.07967,0.502,0.30476,0.0,292.42517,135.9645,82.54354,510.93321,59.09366,4.97996,0,28915786996.5408,35694520.0,8.19243878332024
UGA,2014,0.0,1.14191,0.4739,0.31455,0.0,327.51559,135.92237,90.21835,553.6563,62.86105,6.60241,0,32612397758.4418,36911530.0,8.872989218977876
UKR,2011,0.91013,0.96224,1.76072,2.12006,1484.95871,1569.99197,2872.78515,3459.07889,10054.51077,70.63348125,3.67221,0,169333048847.834,45706090.0,34.349734109819245
UKR,2012,1.04137,1.12553,1.92572,2.16917,1830.52622,1978.47804,3385.04993,3813.00563,11763.87586,70.63348125,3.10988,0,182592416468.527,45593344.0,43.394010318699145
UKR,2013,1.06896,1.16518,1.87646,2.12621,1959.51463,2135.89735,3439.74251,3897.55913,12229.82609,70.63348125,2.55682,0,190498811460.028,45489650.0,46.9534815921196
UKR,2014,0.95697,1.05946,1.6353,1.85167,1277.59347,1414.41152,2183.18271,2472.04436,7843.24551,70.63348125,2.22864,0,133503411375.739,45272156.0,31.242415757712095
UKR,2016,0.84329,0.9839,1.39721,1.52591,787.25886,918.52605,1304.37656,1424.53177,4676.92951,70.63348125,9.28316,0,93355993628.5042,45004670.0,20.409571032980754
UKR,2017,0.94541,1.17327,1.66335,1.35255,1060.6639,1316.29536,1866.11433,1517.42952,6072.02894,70.63348125,9.20922,0,112090530368.543,44831136.0,29.361186832294415
GBR,2010,0.29628,1.71624,2.7557,0.93503,7143.0285,41376.99835,66437.33564,22542.71312,137500.07561,62.57592,11.78034,1,2491110093454.18,62766364.0,659.222483398911
GBR,2011,0.31111,1.72177,2.32597,1.23638,7700.78398,42617.97757,57573.49371,30603.44923,138495.70449,78.10233,6.32141,1,2674891473843.81,63258810.0,673.7081983903333
GBR,2013,0.29917,1.64724,2.21959,1.32486,8092.34558,44556.12537,60037.32846,35836.04914,149574.90623,76.17224,2.78784,1,2803291406029.93,64128270.0,694.7969121949832
GBR,2014,0.29104,1.61897,2.30299,1.36203,8108.42372,45104.95567,64161.74677,37946.3732,155989.30041,75.2096,2.78492,1,3087165602962.86,64602296.0,698.1943129389705
GBR,2015,0.19201,1.78723,2.28002,1.26796,5882.66861,54757.10666,69855.20883,38847.75557,170229.80685,74.15792,2.71132,1,2956573778737.76,65116220.0,840.9134722500784
GBR,2016,0.19567,1.75427,2.05332,1.3901,5730.40854,51375.5042,60133.33109,40710.24376,158925.73297,77.04751,2.2973,1,2722851958486.23,65611590.0,783.0248075675408
GBR,2017,0.22218,1.73136,2.00571,1.44957,5986.0744,46647.87381,54039.47826,39055.57656,146625.35073,77.03614,2.51816,1,2699016715111.39,66058860.0,706.1562038763611
USA,2013,0.32032,1.534,1.73414,1.34258,51882.23686,248462.43307,280878.75601,217458.38953,798681.81548,74.88074,7.79522,1,16784849196000.0,316059940.0,786.1244174585925
USA,2014,0.32523,1.53638,1.71452,1.36459,54589.00945,257879.1552,287780.00039,229044.64041,832820.61124,74.72167,7.71347,1,17527163695000.0,318386340.0,809.9567287963011
USA,2015,0.32217,1.53832,1.70902,1.36599,56450.28147,269541.08591,299450.98537,239344.45555,815751.2133599999,74.31315,8.06796,1,18238300569000.0,320739000.0,840.3751311408932
USA,2016,0.32324,1.54908,1.70512,1.21082,58891.20855,282231.04144,310660.84959,220602.73592,815751.2133599999,74.02677,8.56974,1,18745075687000.0,323071740.0,873.5862751277932
USA,2017,0.32962,1.56964,1.74064,1.45485,61662.52576,293636.19703,325625.59277,272161.34379,815751.2133599999,73.72863,9.0116,1,19542979183000.0,325122100.0,903.1566485087301
URY,2011,0.44261,1.21409,1.44486,1.16866,212.2887,582.30702,692.98834,560.51947,2088.89188,80.17001,4.49944,0,47962439303.7247,3368926.0,172.84648579398893
URY,2016,0.51251,1.12109,1.61839,1.19521,270.0275,590.67466,852.69335,629.72498,2507.45864,81.60208,4.48823,0,57236652490.1699,3424139.0,172.50311976236947
URY,2017,0.53515,1.11928,1.67839,1.20022,318.57714,666.30796,999.14468,714.48928,2881.43219,83.69059,3.03817,0,64233966861.2518,3436645.0,193.88326696531064
URY,2018,0.58103,1.15442,1.65676,1.24239,346.27492,687.99908,987.3757,740.42651,3008.20465,82.86083,3.61331,0,64515038268.1373,3449290.0,199.46107169881338
VNM,2010,0.68309,1.54196,2.16827,0.7439,791.92371,1787.62348,2513.71456,862.41212,5955.67387,58.32261,22.12611,0,115931749697.241,87967656.0,20.32137220980402
VNM,2011,0.6791,1.39489,1.9823,0.75744,920.4432,1890.62334,2686.80102,1026.62466,6524.49222,58.43693,18.83427,0,135539438559.709,88871384.0,21.273702005135874
VNM,2012,0.84752,1.64923,2.21621,0.82032,1320.60775,2569.83596,3453.30143,1278.22738,8621.97252,61.83433,16.30697,0,155820001920.492,89801930.0,28.616712549868637
VNM,2013,0.88917,1.67804,2.23649,0.84831,1522.45501,2873.16959,3829.35561,1452.48772,9677.46793,62.53492,17.67977,0,171222025117.381,90752590.0,31.659366709878654
ZMB,2015,0.0254,2.90008,1.15153,0.54731,5.39676,616.07472,244.624,116.26592,982.36139,88.89772,3.87009,0,21251216798.7762,15879370.0,38.79717646229038
ZMB,2016,0.01839,2.52793,0.73928,0.46231,3.85424,529.72266,154.91508,96.87626,785.36824,86.10344,0.51602,0,20958412538.3093,16363449.0,32.372310996294246
ZMB,2017,0.01503,2.51196,0.87013,0.33254,3.88676,649.79694,225.08537,86.02107,964.79014,91.41233,1.35928,0,25873601260.8353,16853608.0,38.55536096484503
ZWE,2010,0.12113666666666667,0.79643,0.39535,0.35228,22.504413333333332,95.9028,47.60715,42.41992,185.92987,98.52214,0.3913866666666667,0,12041655200.0,12697728.0,7.552752744427979
ZWE,2012,0.11984,2.84881,1.58309,1.19565,20.51026,487.56874,270.944,204.633,1038.908,98.59042,0.33105,0,17114849900.0,13115149.0,37.17599700926005
ZWE,2013,0.11943,2.7928,1.59532,1.13793,22.80031,533.17369,304.562,217.243,1144.694,98.34839,0.62104,0,19091020000.0,13350378.0,39.93697332015618
ZWE,2014,0.12414,2.9322,1.64915,1.03321,24.20267,571.64733,321.511,201.43,1196.704,98.62761,0.22207,0,19495519600.0,13586710.0,42.07400687878081
